fecha,ECOPETROL.CL,BOGOTA.CL,GRUPOSURA.CL,ISA.CL,ICOLCAP.CL
2025-10-24,1687,34638,43874,23633,18727
2025-10-27,1697,35482,44303,24412,18769
2025-10-28,1720,35931,44186,24742,19044
2025-10-29,1725,36971,44361,24995,19116
2025-10-30,1716,37260,44751,24995,19160
2025-10-31,1697,36682,45687,24314,19115
2025-11-04,1716,36913,47286,25267,19334
2025-11-05,1744,36701,50016,25579,19598
2025-11-06,1744,36971,50016,24917,19635
2025-11-07,1778,36817,51674,25170,19943
2025-11-10,1773,37067,52532,24606,19894
2025-11-11,1801,37067,52532,25365,19976
2025-11-12,1792,36586,52629,24878,19890
2025-11-13,1782,37510,54209,23536,19901
2025-11-14,1859,37067,54131,23556,19968
2025-11-18,1887,36990,54033,23867,19749
2025-11-19,1854,37433,54209,23400,19762
2025-11-20,1811,37163,52746,22583,19625
2025-11-21,1773,36971,53039,22758,19447
2025-11-24,1730,35950,53136,22661,19509
2025-11-25,1758,36555,53565,23984,19457
2025-11-26,1758,36980,53136,24061,19580
2025-11-27,1778,37019,53136,24314,19656
2025-11-28,1792,37212,53780,24509,19737
2025-12-01,1806,37212,53136,24781,20034
2025-12-02,1801,37212,53136,25034,20169
2025-12-03,1716,37058,47286,25267,20213
2025-12-04,1816,36922,53409,24645,20288
2025-12-05,1816,37212,53234,25073,20378
2025-12-09,1844,37560,54794,24723,20460
2025-12-10,1806,38179,55554,25007,20395
2025-12-11,1778,37889,56061,25007,20353
2025-12-12,1778,37792,56061,25582,20502
2025-12-15,1758,37696,56061,25503,20382
2025-12-16,1716,36942,54014,25205,20028
2025-12-17,1730,37038,53136,24868,19911
2025-12-18,1701,37116,53136,25205,19888
2025-12-19,1682,37116,53234,24788,19892
2025-12-22,1687,37077,53624,25007,19872
2025-12-23,1716,38566,53585,24510,19973
2025-12-24,1716,38707,53156,24848,19923
2025-12-26,1716,38804,53780,24788,20184
2025-12-29,1758,38901,55574,25106,20411
2025-12-30,1782,38591,52649,24471,19555
