fecha,ECOPETROL.CL,BOGOTA.CL,GRUPOSURA.CL,ISA.CL,ICOLCAP.CL
2018-01-02,895,37694,31477,9192,10561
2018-01-03,931,37437,31083,9257,10686
2018-01-04,931,37437,31083,9257,10747
2018-01-05,990,37996,31587,9231,10824
2018-01-09,1012,37873,32516,9283,10858
2018-01-10,1004,37437,31791,9283,10892
2018-01-11,960,36878,31477,9309,10785
2018-01-12,960,36878,31477,9309,10754
2018-01-15,925,36845,31162,9270,10673
2018-01-16,958,37381,31980,9361,10824
2018-01-17,958,37381,31980,9361,10858
2018-01-18,958,37381,31980,9361,10914
2018-01-19,976,37984,32122,9478,10928
2018-01-22,1026,37996,32122,9452,10982
2018-01-23,1071,37727,32232,9439,11027
2018-01-24,1109,38052,32500,9374,11245
2018-01-25,1087,38052,32358,9413,11218
2018-01-26,1093,38186,32280,9361,11243
2018-01-29,1099,38119,32752,9426,11230
2018-01-30,1069,37973,32469,9361,11170
2018-01-31,1053,37412,31587,9296,11142
2018-02-01,1097,37031,32043,9413,11160
2018-02-02,1055,37109,32122,9556,11071
2018-02-06,990,37794,31177,9244,10815
2018-02-07,962,37132,31492,9335,10773
2018-02-08,925,37244,30941,9218,10707
2018-02-09,968,37019,30233,9101,10671
2018-02-12,958,37019,30154,9036,10733
2018-02-13,944,37558,30091,8919,10651
2018-02-14,990,37132,30201,8958,10692
2018-02-15,986,37132,30548,8945,10718
2018-02-16,984,37188,31099,8919,10770
2018-02-19,982,37076,31351,8802,10692
2018-02-20,984,37289,31020,8646,10752
2018-02-21,980,37580,31225,8841,10777
2018-02-22,1016,37311,31099,8932,10837
2018-02-23,1039,37458,31083,8971,10853
2018-02-26,1051,37536,31099,8971,10807
2018-02-27,1041,37458,30862,9075,10721
2018-02-28,994,37176,30248,8906,10519
2018-03-06,992,37548,30705,8802,10450
2018-03-07,970,37728,30406,8711,10438
2018-03-08,980,37728,30437,8659,10446
2018-03-09,992,37840,30311,8581,10475
2018-03-12,982,38009,30500,8581,10432
2018-03-14,992,37998,29760,8438,10354
2018-03-15,1004,38291,29524,8334,10383
2018-03-16,1004,38291,29524,8334,10429
2018-03-20,1057,38257,29524,8412,10473
2018-03-21,1089,38257,29697,8451,10539
2018-03-22,1037,38122,29556,8620,10363
2018-03-23,1037,38275,29658,8620,10362
2018-03-26,1099,38275,29247,8503,10409
2018-03-27,1047,38275,28899,8503,10365
2018-03-28,1047,38275,28899,8503,10252
2018-04-02,1065,38410,29737,8724,10400
2018-04-03,1081,38444,30416,8880,10554
2018-04-04,1085,39439,29879,8815,10606
2018-04-05,1085,39292,30053,9023,10719
2018-04-06,1085,39292,30053,9023,10708
2018-04-09,1087,39032,30021,9309,10867
2018-04-10,1105,39236,30005,9374,10928
2018-04-11,1180,39258,30021,9179,11068
2018-04-12,1170,39055,30021,9179,10993
2018-04-13,1188,39055,30021,9179,10975
2018-04-16,1110,39179,30021,9088,10910
2018-04-17,1154,39123,30100,9348,11008
2018-04-18,1180,38783,30290,9556,11108
2018-04-19,1218,39236,30306,9647,11161
2018-04-20,1218,39236,30306,9647,11112
2018-04-23,1240,39179,30558,9816,11183
2018-04-24,1230,39236,30590,9426,11097
2018-04-25,1224,39389,30558,9686,11086
2018-04-26,1210,39389,30622,9517,11064
2018-04-27,1210,39389,30622,9517,11162
2018-04-30,1246,39446,30795,9413,11146
2018-05-02,1248,39730,30290,9309,11167
2018-05-03,1244,39730,29879,9088,11138
2018-05-04,1244,39730,29879,9088,11045
2018-05-07,1218,39014,29942,9036,11014
2018-05-08,1240,39014,29705,8945,10956
2018-05-09,1270,39718,29974,8984,11101
2018-05-10,1246,39707,29832,9153,11055
2018-05-11,1246,39707,29832,9153,11115
2018-05-15,1323,39673,30021,9400,11202
2018-05-16,1288,39661,29847,9153,11051
2018-05-17,1274,39673,29263,8971,10930
2018-05-18,1274,39673,29263,8971,10844
2018-05-21,1256,39559,28994,9036,10859
2018-05-22,1250,39559,29263,9127,10868
2018-05-23,1216,39559,29279,9270,10887
2018-05-24,1236,39559,29231,9192,10879
2018-05-25,1236,39559,29231,9192,10917
2018-05-28,1166,39713,28963,9088,10882
2018-05-29,1218,39873,29073,9140,10986
2018-05-30,1254,39531,29373,9101,11049
2018-05-31,1242,39873,29326,9205,11031
2018-06-01,1242,39873,29326,9205,11113
2018-06-05,1238,39542,29721,9348,11125
2018-06-06,1212,39542,29642,9361,11077
2018-06-07,1230,39827,29547,9465,11068
2018-06-08,1230,39827,29547,9465,11032
2018-06-12,1208,39428,29263,9595,11040
2018-06-13,1210,39314,29389,9491,11070
2018-06-14,1208,38824,29326,9374,11070
2018-06-15,1208,38824,29326,9374,11024
2018-06-18,1200,39303,29516,9179,11113
2018-06-19,1168,38744,29026,8919,10989
2018-06-20,1156,39303,29026,8867,10985
2018-06-21,1144,38824,28915,8906,10957
2018-06-22,1144,38824,28915,8906,10952
2018-06-25,1134,38972,28662,9036,10887
2018-06-26,1160,39447,28971,9270,11022
2018-06-27,1194,39264,29019,9244,11095
2018-06-28,1200,38898,29209,9361,11124
2018-06-29,1200,38898,29209,9361,11356
2018-07-03,1178,39012,29621,9114,11312
2018-07-04,1178,39035,29843,9426,11213
2018-07-05,1164,39413,29875,9426,11233
2018-07-06,1164,39413,29875,9606,11224
2018-07-09,1206,39241,29146,9381,11150
2018-07-10,1214,39424,29241,9420,11175
2018-07-11,1188,39356,29241,9314,11130
2018-07-12,1184,39253,29225,9235,11135
2018-07-13,1184,39253,29225,9235,11102
2018-07-16,1182,39699,29368,9381,11102
2018-07-17,1190,39745,29637,9394,11120
2018-07-18,1192,39653,29574,9434,11096
2018-07-19,1192,39653,29574,9434,11096
2018-07-23,1194,39333,29241,9487,11123
2018-07-24,1192,39184,29177,9434,11107
2018-07-25,1206,39733,28607,9142,11027
2018-07-26,1208,39911,28670,9460,11004
2018-07-27,1208,39911,28670,9460,11029
2018-07-30,1238,40175,29431,9540,11098
2018-07-31,1234,39337,28622,9407,11025
2018-08-01,1256,39417,28686,9261,10957
2018-08-02,1258,39613,28480,9155,10968
2018-08-03,1258,39613,28480,9155,10944
2018-08-06,1262,39613,28622,9089,11010
2018-08-08,1276,39624,28940,9261,10926
2018-08-09,1218,39624,29415,9208,10957
2018-08-10,1218,39624,29415,9208,10904
2018-08-13,1230,39417,28955,9063,10908
2018-08-14,1246,39337,29146,9102,10952
2018-08-15,1206,39590,28940,9169,10922
2018-08-16,1232,39337,29035,9036,10967
2018-08-17,1232,39337,29035,9036,10929
2018-08-21,1262,39601,29019,9049,10974
2018-08-22,1295,39613,29257,9063,10982
2018-08-23,1303,39601,29336,9142,10993
2018-08-24,1303,39601,29336,9142,11031
2018-08-27,1329,39624,29098,9195,11023
2018-08-28,1339,39780,29336,9116,11103
2018-08-29,1361,39780,28559,9010,11074
2018-08-30,1385,39664,28543,8983,11045
2018-08-31,1385,39664,28543,8983,11000
2018-09-03,1365,39526,28464,8904,11048
2018-09-04,1389,39780,27861,8890,10977
2018-09-05,1379,39630,26989,8559,10829
2018-09-06,1363,39376,26450,8625,10718
2018-09-07,1363,39376,26450,8625,10682
2018-09-10,1371,39203,26386,8917,10574
2018-09-11,1418,39376,26878,8930,10565
2018-09-12,1556,39376,27274,8864,10821
2018-09-13,1534,39376,27433,9036,10746
2018-09-14,1534,39376,27433,9036,10704
2018-09-17,1576,39203,27512,8692,10728
2018-09-18,1605,38869,27433,8943,10786
2018-09-19,1568,39203,27433,8864,10784
2018-09-20,1513,38915,26561,8625,10770
2018-09-21,1513,38915,26561,8625,10662
2018-09-24,1589,39203,26561,8784,10723
2018-09-25,1601,39360,26425,8731,10721
2018-09-26,1599,39302,26648,8758,10696
2018-09-27,1621,39360,26951,8864,10730
2018-09-28,1621,39360,26951,8864,10780
2018-10-01,1690,38549,27460,8864,10857
2018-10-02,1690,38549,27460,8864,10830
2018-10-03,1672,39348,27428,8877,10954
2018-10-04,1695,39059,27301,9049,10873
2018-10-05,1662,39035,27205,9116,10794
2018-10-10,1635,39128,26823,8506,10584
2018-10-11,1635,39128,26823,8506,10476
2018-10-12,1589,39128,26553,8427,10558
2018-10-16,1617,38931,26982,8837,10549
2018-10-17,1617,38931,26982,8837,10643
2018-10-18,1615,39012,27078,8731,10486
2018-10-19,1599,39244,26425,8586,10415
2018-10-22,1613,39012,26186,8082,10402
2018-10-23,1613,39012,26186,8082,10329
2018-10-24,1566,39244,26425,8201,10195
2018-10-25,1501,39244,25836,8148,10111
2018-10-26,1509,38355,25311,8042,10027
2018-10-29,1503,38389,25470,7777,10051
2018-10-30,1503,38389,25470,7777,10054
2018-10-31,1528,38355,25056,7897,10132
2018-11-01,1523,37204,24993,7923,9921
2018-11-02,1411,37192,24674,8135,9896
2018-11-06,1401,37181,24913,8612,9947
2018-11-07,1401,37181,24913,8612,10181
2018-11-08,1418,37134,25152,8930,10236
2018-11-09,1395,37192,25152,8996,10295
2018-11-13,1320,37192,24993,8440,10017
2018-11-14,1320,37192,24993,8440,10108
2018-11-15,1336,36960,25820,8758,10243
2018-11-16,1334,37181,26107,8890,10306
2018-11-19,1299,36960,26266,8692,10217
2018-11-20,1246,34124,25693,8546,10153
2018-11-21,1283,34868,25820,8546,9985
2018-11-22,1279,34287,25868,8519,9858
2018-11-23,1230,34601,25804,8546,9861
2018-11-26,1253,34752,25868,8771,9982
2018-11-27,1279,34968,25247,8546,9934
2018-11-28,1269,34909,25582,8756,9932
2018-11-29,1267,34150,25709,8811,9971
2018-11-30,1265,34676,25709,8756,9947
2018-12-03,1340,34512,25995,8797,10075
2018-12-04,1287,34571,26123,9095,10039
2018-12-05,1312,34442,26155,9122,10076
2018-12-06,1263,34524,25979,9189,10004
2018-12-07,1263,34559,26091,9298,10044
2018-12-10,1230,34442,25964,9298,9857
2018-12-11,1214,34442,25979,9284,9897
2018-12-12,1228,34442,26425,9298,9884
2018-12-13,1206,32714,26171,9325,9851
2018-12-14,1198,34384,25741,9325,9717
2018-12-17,1171,32691,25629,9338,9665
2018-12-18,1155,33275,25613,9271,9623
2018-12-19,1147,32107,25613,9528,9641
2018-12-20,1065,32691,25311,9271,9448
2018-12-21,1086,31523,25184,9474,9448
2018-12-24,1039,32621,25693,9677,9377
2018-12-26,1108,32621,25573,9663,9584
2018-12-27,1106,32516,25717,9474,9452
2018-12-28,1077,32574,25669,9460,9512
2019-01-02,1079,31712,25812,9474,9584
2019-01-03,1124,33436,25717,9704,9580
2019-01-04,1141,32873,25653,9812,9769
2019-01-08,1177,33143,25812,9893,9798
2019-01-09,1196,34023,25796,9582,9983
2019-01-10,1196,34023,25780,9623,9952
2019-01-11,1181,34023,25796,9731,10027
2019-01-14,1185,34023,26132,9609,10033
2019-01-15,1193,34011,25972,9623,10036
2019-01-16,1193,33483,26116,9392,10072
2019-01-17,1185,32909,26116,9420,10071
2019-01-21,1181,34316,26164,9447,10045
2019-01-22,1181,34293,26260,9474,10067
2019-01-23,1151,33882,26691,9555,10111
2019-01-24,1155,33906,26755,9595,10240
2019-01-25,1165,34316,27091,9501,10267
2019-01-28,1147,34598,27411,9447,10256
2019-01-29,1161,34316,27571,9474,10355
2019-01-30,1187,34586,27267,9447,10468
2019-01-31,1189,35079,27555,9420,10516
2019-02-01,1196,35238,27666,9420,10530
2019-02-04,1189,36806,28386,9406,10630
2019-02-05,1202,37006,28769,9528,10777
2019-02-06,1189,37760,28769,9541,10787
2019-02-07,1167,37289,28146,9447,10631
2019-02-08,1167,37300,27858,9406,10644
2019-02-11,1157,37713,27810,9433,10590
2019-02-12,1191,37124,28146,9433,10666
2019-02-13,1204,37300,27954,9447,10640
2019-02-14,1208,37100,27890,9474,10647
2019-02-15,1244,37124,27970,9555,10711
2019-02-18,1248,37242,27954,9541,10730
2019-02-19,1242,37230,27954,9514,10676
2019-02-20,1257,37324,27571,9541,10730
2019-02-25,1281,37701,28673,9487,10886
2019-02-26,1301,37124,28609,9501,11013
2019-02-27,1316,37654,28034,9528,10931
2019-02-28,1271,37194,27970,9460,10936
2019-03-01,1289,37899,27922,9501,10954
2019-03-04,1308,37544,27826,9460,10988
2019-03-05,1310,37875,27714,9474,10973
2019-03-06,1301,40219,28018,9568,11015
2019-03-07,1293,39520,27890,9568,11031
2019-03-08,1277,38786,27491,9609,10862
2019-03-12,1316,40230,27970,9704,11097
2019-03-13,1356,40834,28290,10069,11230
2019-03-21,1452,39958,29696,10895,11785
2019-03-26,1413,40124,29009,11328,11631
2019-03-27,1373,39579,28386,11030,11392
2019-03-28,1373,39246,28769,10759,11280
2019-03-29,1391,39246,29281,10800,11475
2019-04-01,1409,39246,28913,10962,11460
2019-04-02,1401,38949,28609,10935,11446
2019-04-03,1389,39722,28609,10976,11496
2019-04-04,1365,39710,28641,10881,11482
2019-04-05,1369,39246,28929,10746,11625
2019-04-08,1395,39722,29296,10705,11691
2019-04-09,1377,39782,29312,10962,11703
2019-04-10,1387,39841,29473,11030,11714
2019-04-11,1352,39603,29055,10976,11668
2019-04-12,1352,39603,29055,10976,11701
2019-04-15,1316,39900,28093,10502,11546
2019-04-16,1316,39900,28093,10502,11350
2019-04-17,1443,39722,27964,10489,11470
2019-04-22,1355,39853,28702,10895,11634
2019-04-23,1355,39853,28702,10895,11678
2019-04-24,1359,40305,28879,10827,11668
2019-04-25,1346,41691,29120,10908,11694
2019-04-26,1346,41631,29200,10841,11694
2019-04-29,1322,41763,28879,10962,11643
2019-04-30,1322,41763,28879,10962,11565
2019-05-02,1289,40783,28799,10800,11484
2019-05-03,1289,40783,28799,10800,11424
2019-05-06,1276,40926,28719,10827,11374
2019-05-07,1276,40926,28719,10827,11262
2019-05-08,1263,41177,28462,10786,11405
2019-05-09,1300,39576,28237,10705,11389
2019-05-10,1331,39636,28077,10678,11381
2019-05-13,1322,39636,27387,10489,11228
2019-05-14,1322,39636,27387,10489,11168
2019-05-15,1316,40006,27034,10516,11117
2019-05-16,1327,39636,26472,10638,11036
2019-05-17,1346,39803,26873,10638,11025
2019-05-20,1333,40042,26456,10597,10900
2019-05-21,1333,40042,26456,10597,10953
2019-05-22,1355,39743,26745,10665,10956
2019-05-23,1331,40030,26649,10678,10845
2019-05-24,1287,40030,26087,10678,10930
2019-05-27,1292,39731,26633,10692,10834
2019-05-28,1292,39923,26633,10692,10769
2019-05-29,1233,39323,26537,10543,10917
2019-05-30,1257,39335,26873,10624,10896
2019-05-31,1230,39599,26825,10746,10916
2019-06-04,1235,39143,26777,11165,10963
2019-06-05,1235,39143,26777,11165,10951
2019-06-06,1206,39047,26633,11314,10922
2019-06-07,1213,38759,26841,11423,11090
2019-06-11,1226,39383,27034,11977,11123
2019-06-12,1193,39731,27178,12451,11083
2019-06-13,1211,39731,27178,12586,11185
2019-06-14,1222,39839,26954,12695,11218
2019-06-17,1235,39983,26873,12573,11195
2019-06-18,1257,40236,27275,12654,11313
2019-06-19,1283,40344,27355,12776,11326
2019-06-20,1305,41112,26890,12776,11413
2019-06-21,1322,41112,27628,12844,11323
2019-06-25,1307,40473,27674,13101,11503
2019-06-26,1307,41305,27674,12356,11458
2019-06-27,1289,40557,27416,12059,11473
2019-06-28,1278,40545,27464,12086,11445
2019-07-02,1281,40617,27174,12126,11388
2019-07-03,1281,40617,27174,12126,11425
2019-07-04,1318,41245,27368,12451,11557
2019-07-05,1318,41245,27336,12519,11680
2019-07-08,1320,41257,27609,12992,11690
2019-07-09,1320,41257,27609,12992,11698
2019-07-10,1322,41607,28093,13195,11825
2019-07-11,1353,42765,28109,13466,11785
2019-07-12,1344,42704,28060,13398,11850
2019-07-15,1329,42704,28302,13331,11839
2019-07-16,1329,42704,28302,13331,11935
2019-07-17,1324,44635,28495,13317,11927
2019-07-18,1314,44273,28286,13493,11734
2019-07-19,1298,43983,27899,13177,11723
2019-07-22,1327,44092,28157,13040,11807
2019-07-23,1327,44092,28157,13040,11781
2019-07-24,1320,44092,28109,13150,11781
2019-07-25,1314,44031,27835,13246,11773
2019-07-26,1314,43644,27883,13589,11741
2019-07-29,1305,44286,27609,13013,11733
2019-07-30,1305,44286,27609,13013,11653
2019-07-31,1298,44213,27384,12354,11657
2019-08-01,1287,43317,27787,12216,11457
2019-08-02,1281,43050,27062,11983,11460
2019-08-05,1252,42408,26176,11118,11155
2019-08-06,1252,42408,26176,11118,11193
2019-08-07,1252,42408,26176,11118,11292
2019-08-08,1237,43014,26417,12011,11445
2019-08-09,1237,43014,26417,12011,11424
2019-08-12,1226,43014,26015,11736,11299
2019-08-13,1226,43014,26015,11736,11541
2019-08-14,1250,43183,26546,11928,11278
2019-08-15,1204,41366,25741,11599,11270
2019-08-16,1193,41572,25773,11942,11402
2019-08-19,1193,41572,25773,11942,11458
2019-08-20,1200,42529,26337,12422,11458
2019-08-21,1200,42529,26337,12422,11438
2019-08-22,1204,42965,26256,12422,11320
2019-08-23,1180,43304,25934,12354,11113
2019-08-26,1169,42541,25902,11709,11229
2019-08-27,1169,42736,25902,11709,11267
2019-08-28,1162,43223,26256,12011,11373
2019-08-29,1167,43515,26434,11997,11396
2019-08-30,1173,43247,26417,12285,11473
2019-09-02,1197,43247,26981,12697,11560
2019-09-03,1197,43247,26981,12697,11527
2019-09-04,1191,43539,27158,12958,11583
2019-09-05,1204,43271,27142,13232,11579
2019-09-06,1230,43807,27142,13301,11608
2019-09-09,1254,44428,27352,13301,11654
2019-09-10,1254,44428,27352,13301,11632
2019-09-11,1263,44428,27013,13301,11674
2019-09-12,1270,44732,27319,13205,11723
2019-09-13,1289,45036,27094,13205,11669
2019-09-16,1314,46254,27464,13795,11747
2019-09-17,1314,46254,27464,13795,11784
2019-09-18,1314,46254,27384,13726,11735
2019-09-19,1322,45657,26885,13520,11769
2019-09-20,1309,45645,26901,13630,11762
2019-09-23,1314,47227,26385,13383,11786
2019-09-24,1314,47227,26385,13383,11787
2019-09-25,1305,47667,26399,13452,11753
2019-09-26,1305,47056,26771,13081,11823
2019-09-27,1309,47961,26998,13054,11789
2019-09-30,1292,49134,26691,12518,11743
2019-10-01,1292,49134,26691,12518,11715
2019-10-02,1287,48890,26707,12697,11695
2019-10-03,1265,49183,26464,12697,11735
2019-10-04,1289,49110,26513,12999,11777
2019-10-07,1294,48890,26788,13369,11821
2019-10-08,1294,48890,26788,13369,11785
2019-10-09,1274,48890,26901,13301,11813
2019-10-10,1281,49000,26820,13301,11793
2019-10-11,1292,48890,26820,13054,11766
2019-10-15,1311,47973,26561,12889,11780
2019-10-16,1311,47973,26561,12889,11741
2019-10-17,1303,48951,26480,12903,11729
2019-10-18,1298,48902,26205,12944,11693
2019-10-21,1281,49501,26771,13040,11746
2019-10-22,1281,49501,26771,13040,11909
2019-10-23,1314,50112,27046,13315,11940
2019-10-24,1327,50295,26852,13315,11983
2019-10-25,1331,50173,26852,13562,12040
2019-10-28,1331,52836,27014,13699,12069
2019-10-29,1331,52836,27014,13699,12106
2019-10-30,1344,53670,27321,13726,12113
2019-10-31,1331,53388,27661,13383,12137
2019-11-01,1331,53388,27661,13383,12219
2019-11-05,1384,54283,28146,14056,12331
2019-11-06,1370,55191,27823,13836,12320
2019-11-07,1370,55020,27807,13932,12291
2019-11-08,1370,54541,26545,13864,12187
2019-11-12,1357,52197,27063,13891,12119
2019-11-13,1366,52173,26691,13891,12009
2019-11-14,1368,50308,26577,13356,12063
2019-11-15,1377,50921,27321,13479,12011
2019-11-18,1370,50615,26966,13822,11976
2019-11-19,1357,51510,26885,13191,11906
2019-11-20,1370,50308,26626,12697,11910
2019-11-21,1377,50296,26933,12285,11873
2019-11-22,1388,50283,27208,12820,11934
2019-11-25,1384,50308,26723,12560,11906
2019-11-26,1384,50505,26852,12834,11799
2019-11-27,1403,51121,26141,12532,11748
2019-11-28,1410,52969,26286,12903,11881
2019-11-29,1410,52969,26286,12903,11893
2019-12-02,1414,53277,26157,12601,11874
2019-12-03,1401,50530,26448,12628,11818
2019-12-04,1458,50690,27079,12587,11867
2019-12-05,1436,52969,26771,13002,12013
2019-12-06,1445,52969,26674,12891,12015
2019-12-09,1436,52661,26286,13086,11962
2019-12-10,1427,52956,26513,12988,11893
2019-12-11,1432,52956,26448,12710,11954
2019-12-12,1447,52969,26577,12751,12019
2019-12-13,1456,53585,26707,13239,12088
2019-12-16,1460,53572,26448,13100,12148
2019-12-17,1473,53585,26043,13072,12035
2019-12-18,1466,53523,26642,13016,12150
2019-12-19,1484,53585,27095,13044,12226
2019-12-20,1493,53585,26658,12988,12293
2019-12-23,1507,54200,27095,13448,12425
2019-12-24,1493,54200,27499,13448,12425
2019-12-26,1505,55016,27319,13448,12425
2019-12-27,1502,53768,27205,13504,12413
2019-12-30,1491,52630,27611,13657,12415
2020-01-02,1491,52630,27611,13657,12424
2020-01-03,1520,54880,27773,14145,12527
2020-01-07,1511,53162,27367,13769,12483
2020-01-08,1496,53162,27124,13657,12416
2020-01-09,1505,53854,27124,13769,12314
2020-01-10,1529,54955,27189,13699,12403
2020-01-13,1538,53187,27286,13908,12403
2020-01-14,1532,53904,27237,13727,12362
2020-01-15,1527,54398,26799,13713,12440
2020-01-16,1532,54707,26490,13629,12322
2020-01-17,1532,54707,26490,13629,12371
2020-01-20,1523,53224,26701,13671,12376
2020-01-21,1511,54089,26718,13629,12415
2020-01-22,1498,54769,26653,13588,12415
2020-01-23,1491,54089,26458,13448,12349
2020-01-24,1480,55016,26685,13504,12327
2020-01-27,1442,54188,26393,13406,12185
2020-01-28,1435,54598,26312,13448,12184
2020-01-29,1437,54833,26734,13504,12223
2020-01-30,1439,54325,26555,13755,12273
2020-01-31,1430,55218,25987,13100,12270
2020-02-03,1413,55218,26149,13351,12218
2020-02-04,1433,55243,26409,13406,12356
2020-02-05,1435,55218,26734,13406,12464
2020-02-06,1437,55652,26734,13211,12417
2020-02-07,1446,55652,26880,13170,12433
2020-02-10,1446,54101,26848,13058,12371
2020-02-11,1480,54263,27026,12961,12353
2020-02-12,1518,54263,27189,13100,12494
2020-02-13,1511,54560,27140,13239,12440
2020-02-14,1496,55652,27140,13239,12504
2020-02-17,1509,55652,27172,13239,12504
2020-02-18,1514,55652,27286,13281,12510
2020-02-19,1556,55677,27254,13434,12554
2020-02-20,1545,55677,27205,13434,12556
2020-02-21,1541,55615,26393,13170,12242
2020-02-24,1498,55627,26149,13267,12108
2020-02-25,1484,54905,25954,13253,12163
2020-02-26,1478,54793,25029,13100,11925
2020-02-27,1404,54270,24395,12961,11889
2020-02-28,1397,53573,24769,12961,11610
2020-03-02,1377,54170,23957,12765,11780
2020-03-03,1368,53859,23762,12584,11527
2020-03-04,1421,53896,24395,12751,11666
2020-03-05,1428,54768,24606,12891,11657
2020-03-06,1334,54731,24233,12612,11371
2020-03-09,1066,51680,21212,11846,10362
2020-03-10,1048,49887,21731,12194,10263
2020-03-11,1003,51057,19669,11846,9839
2020-03-12,873,50435,17054,11107,8937
2020-03-16,776,43585,14293,8431,7627
2020-03-17,709,46014,14244,8710,7623
2020-03-18,621,40472,12506,8222,6853
2020-03-19,639,38604,12181,9128,6886
2020-03-20,668,38604,13172,9337,6991
2020-03-24,726,36114,12993,9281,6916
2020-03-25,814,38592,16242,10118,7903
2020-03-26,814,38592,16242,10118,8879
2020-03-27,837,46427,17866,11567,8537
2020-03-30,823,46327,17379,11525,8627
2020-03-31,855,44449,16258,10786,8689
2020-04-01,828,43810,15024,10313,8116
2020-04-02,936,47091,15917,10731,8273
2020-04-03,1021,47266,16209,10800,8469
2020-04-06,1017,47892,17785,11246,8817
2020-04-07,1003,47579,18516,11623,8901
2020-04-08,1062,46327,18678,11985,8953
2020-04-13,1012,46327,19604,12445,9087
2020-04-14,1001,46302,20017,12473,9269
2020-04-15,942,46302,20197,12612,9117
2020-04-16,940,45701,20180,12682,9117
2020-04-17,960,45689,19707,12542,9228
2020-04-20,938,45701,19037,12459,9101
2020-04-21,906,43823,17648,12194,8685
2020-04-22,945,43635,17533,12682,8711
2020-04-23,975,43823,17664,12974,8804
2020-04-24,940,41945,17452,12751,8799
2020-04-27,960,42030,16422,12542,8737
2020-04-28,1021,41502,17255,12891,8720
2020-04-29,1019,40948,17974,12807,8931
2020-04-30,1029,40269,17582,12682,8849
2020-05-04,965,39010,16749,12473,8621
2020-05-05,977,39941,17125,12264,8571
2020-05-06,960,37853,16994,12361,8450
2020-05-07,972,39010,17157,12947,8556
2020-05-08,1004,39514,16684,12403,8712
2020-05-11,1016,39639,16030,12612,8590
2020-05-12,982,39010,15965,12612,8505
2020-05-13,945,38343,15556,12542,8138
2020-05-14,950,37299,15687,12821,8154
2020-05-15,950,36871,15523,12682,8204
2020-05-18,1009,37123,16259,12891,8365
2020-05-19,977,37060,15932,12877,8299
2020-05-20,999,37752,15867,12905,8291
2020-05-21,984,37249,15899,12821,8298
2020-05-22,970,37601,15654,12779,8222
2020-05-26,980,37738,15605,12961,8309
2020-05-27,987,37333,15393,13337,8366
2020-05-28,980,37206,15115,13379,8419
2020-05-29,980,36700,14870,13657,8264
2020-06-01,987,37839,15621,13267,8593
2020-06-02,1002,37333,15278,13379,8664
2020-06-03,1002,37333,15278,13379,8929
2020-06-04,1063,38282,16586,13448,8952
2020-06-05,1154,39560,17419,13295,9259
2020-06-08,1196,41408,17713,13309,9463
2020-06-09,1181,40876,16994,13420,9301
2020-06-10,1125,40496,16733,13044,9240
2020-06-11,1014,39421,16014,13239,8805
2020-06-12,1046,41104,16014,13114,8840
2020-06-16,1108,41496,15687,13337,9009
2020-06-17,1056,42369,15883,12961,8885
2020-06-18,1041,42964,15540,13016,8880
2020-06-19,1053,43344,15768,13142,8840
2020-06-23,1061,41205,15834,13086,8864
2020-06-24,1029,40388,15914,13100,8686
2020-06-25,1031,39434,15765,13030,8665
2020-06-26,1019,39104,15518,13030,8687
2020-06-30,1021,38493,15385,13100,8687
2020-07-01,1014,39256,15220,12933,8648
2020-07-02,1024,39307,15765,13100,8672
2020-07-03,1034,39778,16095,13114,8746
2020-07-06,1039,39778,16359,13156,8782
2020-07-07,1014,39511,16805,13574,8840
2020-07-08,1029,40363,17086,13866,8916
2020-07-09,1002,40070,17003,13797,8907
2020-07-10,1024,40821,16739,13727,8904
2020-07-13,1034,41342,16475,13616,8969
2020-07-14,1061,41788,16756,13727,8914
2020-07-15,1058,41978,16425,13643,8916
2020-07-16,1073,42487,16904,13883,8981
2020-07-17,1093,42487,16921,13925,9000
2020-07-21,1105,42615,16888,13954,9105
2020-07-22,1098,43251,16871,13925,9117
2020-07-23,1095,43632,17152,13968,9236
2020-07-24,1093,43301,16657,14039,9179
2020-07-27,1105,43289,16376,13854,9184
2020-07-28,1095,43465,16508,13741,9144
2020-07-29,1108,42826,16492,13897,9148
2020-07-30,1080,42506,16244,13755,9125
2020-07-31,1024,39681,16013,13613,9000
2020-08-03,1053,40397,15848,13457,8897
2020-08-04,1080,39950,15518,13542,8822
2020-08-05,1083,40435,16029,13613,8882
2020-08-06,1068,40883,16293,13968,8873
2020-08-10,1078,41126,16409,13727,8923
2020-08-11,1066,41202,15947,13812,8944
2020-08-12,1095,41138,16095,13826,8877
2020-08-13,1073,41522,16591,14110,8942
2020-08-14,1083,41548,16921,14464,8991
2020-08-18,1093,41854,17284,15088,9053
2020-08-19,1073,42097,17333,14422,9097
2020-08-20,1066,42762,17548,14436,9171
2020-08-21,1073,43337,18043,14889,9284
2020-08-24,1073,43337,18043,14889,9439
2020-08-25,1105,43849,18241,15173,9674
2020-08-26,1080,44283,18159,15244,9607
2020-08-27,1063,44900,18076,15570,9579
2020-08-28,1071,44643,17911,15372,9619
2020-08-31,1078,44321,17333,14847,9472
2020-09-01,1088,44643,18621,15811,9740
2020-09-02,1071,46248,19050,15499,9846
2020-09-03,1066,44668,18720,15116,9739
2020-09-04,1056,44668,18819,14790,9738
2020-09-07,1053,44668,19149,14889,9691
